time	X	Y
7879.000	-0.199	4.986
7880.000	-0.152	5.032
7881.000	-0.197	4.987
7882.000	-0.174	5.010
7883.000	-0.110	5.074
7884.000	-0.114	5.070
7885.000	-0.114	5.070
7886.000	-0.086	5.098
7887.000	-0.087	5.096
7888.000	-0.071	5.112
7889.000	-0.059	5.125
7890.000	-0.077	5.106
7891.000	-0.098	5.084
7892.000	-0.092	5.091
7893.000	-0.108	5.075
7894.000	-0.103	5.079
7895.000	-0.075	5.107
7896.000	-0.054	5.128
7897.000	-0.046	5.137
7898.000	-0.031	5.151
7899.000	-0.060	5.122
7900.000	-0.050	5.132
7901.000	-0.042	5.140
7902.000	-0.028	5.153
7903.000	-0.049	5.132
7904.000	-0.045	5.136
7905.000	-0.025	5.156
7906.000	-0.011	5.170
7907.000	0.000	5.181
7908.000	-0.004	5.177
7909.000	-0.014	5.167
7910.000	-0.034	5.147
7911.000	-0.070	5.111
7912.000	-0.101	5.079
7913.000	-0.048	5.132
7914.000	-0.043	5.137
7915.000	-0.042	5.138
7916.000	-0.105	5.075
7917.000	-0.165	5.015
7918.000	-0.145	5.035
7919.000	-0.111	5.069
7920.000	-0.120	5.060
7921.000	-0.095	5.084
7922.000	-0.050	5.130
7923.000	-0.060	5.119
7924.000	-0.061	5.118
7925.000	-0.080	5.099
7926.000	-0.095	5.084
7927.000	-0.084	5.095
7928.000	-0.050	5.129
7929.000	-0.039	5.139
7930.000	-0.009	5.170
7931.000	0.002	5.180
7932.000	0.039	5.217
7933.000	-0.013	5.165
7934.000	-0.051	5.127
7935.000	-0.054	5.124
7936.000	-0.075	5.102
7937.000	-0.088	5.089
7938.000	-0.141	5.036
7939.000	-0.116	5.061
7940.000	-0.087	5.090
7941.000	-0.089	5.088
7942.000	-0.104	5.073
7943.000	-0.101	5.076
7944.000	-0.127	5.050
7945.000	-0.127	5.050
7946.000	-0.097	5.080
7947.000	-0.099	5.077
7948.000	-0.047	5.129
7949.000	-0.038	5.139
7950.000	-0.066	5.111
7951.000	-0.067	5.109
7952.000	-0.080	5.096
7953.000	-0.028	5.148
7954.000	-0.039	5.137
7955.000	-0.038	5.138
7956.000	-0.080	5.096
7957.000	-0.072	5.103
7958.000	-0.101	5.074
7959.000	-0.132	5.043
7960.000	-0.187	4.988
7961.000	-0.203	4.972
7962.000	-0.192	4.983
7963.000	-0.179	4.996
7964.000	-0.186	4.989
7965.000	-0.223	4.952
7966.000	-0.232	4.942
7967.000	-0.192	4.983
7968.000	-0.222	4.952
7969.000	-0.247	4.927
7970.000	-0.237	4.937
7971.000	-0.213	4.961
7972.000	-0.196	4.977
7973.000	-0.177	4.997
7974.000	-0.194	4.980
7975.000	-0.176	4.998
7976.000	-0.165	5.009
7977.000	-0.179	4.995
7978.000	-0.259	4.914
7979.000	-0.284	4.889
7980.000	-0.249	4.924
7981.000	-0.278	4.895
7982.000	-0.257	4.915
7983.000	-0.224	4.949
7984.000	-0.187	4.986
7985.000	-0.160	5.012
7986.000	-0.215	4.957
7987.000	-0.226	4.946
7988.000	-0.192	4.980
7989.000	-0.215	4.957
7990.000	-0.188	4.984
7991.000	-0.194	4.977
7992.000	-0.224	4.948
7993.000	-0.222	4.949
7994.000	-0.229	4.942
7995.000	-0.249	4.923
7996.000	-0.195	4.976
7997.000	-0.219	4.952
7998.000	-0.226	4.945
7999.000	-0.220	4.951
8000.000	-0.248	4.923
8001.000	-0.204	4.966
8002.000	-0.132	5.038
8003.000	-0.117	5.053
8004.000	-0.114	5.056
8005.000	-0.106	5.064
8006.000	-0.140	5.030
8007.000	-0.140	5.030
8008.000	-0.157	5.013
8009.000	-0.149	5.021
8010.000	-0.154	5.016
8011.000	-0.163	5.006
8012.000	-0.166	5.003
8013.000	-0.118	5.051
8014.000	-0.061	5.108
8015.000	-0.036	5.133
8016.000	-0.015	5.154
8017.000	0.027	5.196
8018.000	0.027	5.196
8019.000	0.001	5.169
8020.000	0.006	5.174
8021.000	-0.035	5.133
8022.000	-0.033	5.135
8023.000	-0.058	5.110
8024.000	-0.080	5.088
8025.000	-0.062	5.106
8026.000	-0.070	5.098
8027.000	-0.076	5.092
8028.000	-0.077	5.091
8029.000	-0.107	5.060
8030.000	-0.135	5.032
8031.000	-0.129	5.038
8032.000	-0.131	5.036
8033.000	-0.105	5.062
8034.000	-0.120	5.047
8035.000	-0.109	5.058
8036.000	-0.135	5.031
8037.000	-0.139	5.027
8038.000	-0.149	5.018
8039.000	-0.135	5.031
8040.000	-0.133	5.033
8041.000	-0.192	4.974
8042.000	-0.161	5.005
8043.000	-0.095	5.071
8044.000	-0.073	5.093
8045.000	-0.045	5.120
8046.000	-0.081	5.085
8047.000	-0.049	5.117
8048.000	-0.036	5.129
8049.000	-0.099	5.066
8050.000	-0.102	5.063
8051.000	-0.037	5.128
8052.000	-0.036	5.129
8053.000	-0.036	5.129
8054.000	-0.049	5.115
8055.000	-0.047	5.117
8056.000	-0.061	5.103
8057.000	-0.109	5.056
8058.000	-0.139	5.025
8059.000	-0.179	4.985
8060.000	-0.162	5.002
8061.000	-0.133	5.031
8062.000	-0.164	4.999
8063.000	-0.150	5.013
8064.000	-0.189	4.974
8065.000	-0.157	5.007
8066.000	-0.166	4.998
8067.000	-0.172	4.991
8068.000	-0.148	5.015
8069.000	-0.104	5.058
8070.000	-0.081	5.082
8071.000	-0.072	5.091
8072.000	-0.086	5.077
8073.000	-0.112	5.050
8074.000	-0.061	5.101
8075.000	-0.055	5.107
8076.000	-0.042	5.121
8077.000	-0.074	5.088
8078.000	-0.084	5.078
8079.000	-0.059	5.103
8080.000	-0.059	5.103
8081.000	-0.073	5.089
8082.000	-0.086	5.075
8083.000	-0.074	5.087
8084.000	-0.083	5.078
8085.000	-0.059	5.102
8086.000	-0.040	5.121
8087.000	-0.002	5.159
8088.000	0.009	5.169
8089.000	0.035	5.196
8090.000	0.031	5.192
8091.000	-0.012	5.148
8092.000	-0.052	5.109
8093.000	-0.046	5.114
8094.000	-0.088	5.072
8095.000	-0.018	5.142
8096.000	0.035	5.195
8097.000	0.031	5.191
8098.000	0.028	5.187
8099.000	0.053	5.213
8100.000	0.052	5.211
8101.000	0.069	5.228
8102.000	0.119	5.279
8103.000	0.130	5.289
8104.000	0.133	5.292
8105.000	0.152	5.311
8106.000	0.139	5.298
8107.000	0.140	5.299
8108.000	0.161	5.320
8109.000	0.178	5.336
8110.000	0.180	5.338
8111.000	0.233	5.391
8112.000	0.256	5.414
8113.000	0.255	5.413
8114.000	0.244	5.402
8115.000	0.243	5.400
8116.000	0.259	5.417
8117.000	0.301	5.459
8118.000	0.240	5.398
8119.000	0.232	5.390
8120.000	0.200	5.357
8121.000	0.190	5.348
8122.000	0.140	5.297
8123.000	0.159	5.316
8124.000	0.170	5.327
8125.000	0.147	5.304
8126.000	0.105	5.262
8127.000	0.093	5.250
8128.000	0.152	5.309
8129.000	0.176	5.332
8130.000	0.179	5.335
8131.000	0.183	5.339
8132.000	0.147	5.303
8133.000	0.191	5.347
8134.000	0.156	5.312
8135.000	0.138	5.293
8136.000	0.122	5.277
8137.000	0.098	5.254
8138.000	0.113	5.268
8139.000	0.078	5.234
8140.000	0.077	5.232
8141.000	0.118	5.273
8142.000	0.105	5.260
8143.000	0.100	5.254
8144.000	0.100	5.255
8145.000	0.150	5.305
8146.000	0.139	5.293
8147.000	0.192	5.346
8148.000	0.191	5.345
8149.000	0.172	5.326
8150.000	0.216	5.370
8151.000	0.179	5.333
8152.000	0.170	5.324
8153.000	0.152	5.306
8154.000	0.163	5.317
8155.000	0.178	5.331
8156.000	0.142	5.296
8157.000	0.153	5.306
8158.000	0.139	5.292
8159.000	0.124	5.277
8160.000	0.121	5.274
8161.000	0.142	5.295
8162.000	0.169	5.321
8163.000	0.187	5.339
8164.000	0.205	5.358
8165.000	0.205	5.357
8166.000	0.212	5.364
8167.000	0.239	5.391
8168.000	0.267	5.419
8169.000	0.306	5.458
8170.000	0.335	5.486
8171.000	0.322	5.474
8172.000	0.327	5.478
8173.000	0.363	5.514
8174.000	0.391	5.542
8175.000	0.341	5.492
8176.000	0.342	5.493
8177.000	0.337	5.488
8178.000	0.313	5.464
8179.000	0.275	5.425
8180.000	0.286	5.437
8181.000	0.310	5.460
8182.000	0.329	5.479
8183.000	0.308	5.458
8184.000	0.289	5.439
8185.000	0.299	5.449
8186.000	0.251	5.400
8187.000	0.269	5.419
8188.000	0.243	5.393
8189.000	0.235	5.384
8190.000	0.236	5.386
8191.000	0.280	5.429
8192.000	0.310	5.459
8193.000	0.348	5.498
8194.000	0.380	5.529
8195.000	0.442	5.591
8196.000	0.467	5.615
8197.000	0.431	5.580
8198.000	0.401	5.549
8199.000	0.404	5.552
8200.000	0.440	5.588
8201.000	0.457	5.605
8202.000	0.485	5.633
8203.000	0.515	5.663
8204.000	0.531	5.679
8205.000	0.532	5.680
8206.000	0.575	5.723
8207.000	0.581	5.729
8208.000	0.580	5.727
8209.000	0.571	5.718
8210.000	0.584	5.731
8211.000	0.584	5.731
8212.000	0.591	5.738
8213.000	0.617	5.764
8214.000	0.655	5.801
8215.000	0.631	5.778
8216.000	0.585	5.732
8217.000	0.586	5.732
8218.000	0.626	5.773
8219.000	0.606	5.752
8220.000	0.608	5.754
8221.000	0.595	5.741
8222.000	0.596	5.742
8223.000	0.556	5.702
8224.000	0.503	5.649
8225.000	0.523	5.668
8226.000	0.509	5.654
8227.000	0.511	5.656
8228.000	0.508	5.653
8229.000	0.473	5.618
8230.000	0.513	5.658
8231.000	0.537	5.682
8232.000	0.512	5.657
8233.000	0.534	5.679
8234.000	0.553	5.697
8235.000	0.597	5.741
8236.000	0.590	5.734
8237.000	0.552	5.696
8238.000	0.528	5.672
8239.000	0.528	5.672
8240.000	0.537	5.681
8241.000	0.528	5.672
8242.000	0.545	5.689
8243.000	0.560	5.704
8244.000	0.510	5.653
8245.000	0.514	5.657
8246.000	0.482	5.626
8247.000	0.444	5.587
8248.000	0.437	5.580
8249.000	0.435	5.578
8250.000	0.429	5.572
8251.000	0.418	5.560
8252.000	0.426	5.568
8253.000	0.460	5.602
8254.000	0.476	5.619
8255.000	0.524	5.666
8256.000	0.534	5.676
8257.000	0.516	5.658
8258.000	0.506	5.648
8259.000	0.474	5.616
8260.000	0.467	5.609
8261.000	0.460	5.602
8262.000	0.435	5.576
8263.000	0.454	5.596
8264.000	0.481	5.622
8265.000	0.472	5.614
8266.000	0.425	5.566
8267.000	0.417	5.557
8268.000	0.397	5.538
8269.000	0.425	5.566
8270.000	0.451	5.592
8271.000	0.436	5.576
8272.000	0.453	5.594
8273.000	0.450	5.590
8274.000	0.473	5.613
8275.000	0.469	5.609
8276.000	0.490	5.630
8277.000	0.491	5.631
8278.000	0.501	5.640
8279.000	0.540	5.679
8280.000	0.535	5.674
8281.000	0.478	5.617
8282.000	0.509	5.648
8283.000	0.495	5.634
8284.000	0.497	5.636
8285.000	0.532	5.670
8286.000	0.495	5.634
8287.000	0.556	5.694
8288.000	0.577	5.716
8289.000	0.608	5.746
8290.000	0.584	5.722
8291.000	0.601	5.739
8292.000	0.603	5.741
8293.000	0.635	5.772
8294.000	0.670	5.807
8295.000	0.656	5.793
8296.000	0.689	5.827
8297.000	0.688	5.826
8298.000	0.661	5.798
8299.000	0.686	5.823
8300.000	0.713	5.850
8301.000	0.725	5.862
8302.000	0.720	5.857
8303.000	0.731	5.868
8304.000	0.755	5.891
8305.000	0.738	5.874
8306.000	0.715	5.852
8307.000	0.679	5.815
8308.000	0.678	5.814
8309.000	0.652	5.788
8310.000	0.623	5.759
8311.000	0.637	5.773
8312.000	0.662	5.797
8313.000	0.670	5.806
8314.000	0.659	5.795
8315.000	0.616	5.752
8316.000	0.579	5.714
8317.000	0.554	5.689
8318.000	0.569	5.704
8319.000	0.562	5.697
8320.000	0.614	5.749
8321.000	0.638	5.773
8322.000	0.612	5.747
8323.000	0.653	5.788
8324.000	0.667	5.801
8325.000	0.662	5.796
8326.000	0.644	5.778
8327.000	0.641	5.775
8328.000	0.596	5.730
8329.000	0.628	5.761
8330.000	0.633	5.767
8331.000	0.643	5.777
8332.000	0.652	5.786
8333.000	0.631	5.764
8334.000	0.661	5.794
8335.000	0.683	5.816
8336.000	0.691	5.824
8337.000	0.726	5.859
8338.000	0.669	5.802
8339.000	0.687	5.820
8340.000	0.714	5.847
8341.000	0.731	5.863
8342.000	0.765	5.898
8343.000	0.774	5.906
8344.000	0.741	5.873
8345.000	0.737	5.869
8346.000	0.763	5.895
8347.000	0.747	5.879
8348.000	0.755	5.887
8349.000	0.763	5.894
8350.000	0.805	5.937
8351.000	0.795	5.927
8352.000	0.837	5.968
8353.000	0.831	5.962
8354.000	0.788	5.919
8355.000	0.791	5.922
8356.000	0.815	5.946
8357.000	0.797	5.928
8358.000	0.709	5.840
8359.000	0.712	5.843
8360.000	0.694	5.824
8361.000	0.706	5.836
8362.000	0.717	5.847
8363.000	0.705	5.835
8364.000	0.663	5.793
8365.000	0.626	5.755
8366.000	0.630	5.760
8367.000	0.573	5.703
8368.000	0.549	5.678
8369.000	0.551	5.680
8370.000	0.549	5.678
8371.000	0.551	5.680
8372.000	0.517	5.646
8373.000	0.532	5.662
8374.000	0.562	5.691
8375.000	0.594	5.723
8376.000	0.571	5.700
8377.000	0.556	5.684
8378.000	0.568	5.697
8379.000	0.538	5.666
8380.000	0.514	5.642
8381.000	0.560	5.689
8382.000	0.532	5.660
8383.000	0.560	5.688
8384.000	0.537	5.665
8385.000	0.537	5.664
8386.000	0.550	5.678
8387.000	0.499	5.626
8388.000	0.493	5.620
8389.000	0.540	5.668
8390.000	0.547	5.674
8391.000	0.558	5.685
8392.000	0.565	5.692
8393.000	0.523	5.650
8394.000	0.555	5.682
8395.000	0.590	5.717
8396.000	0.586	5.712
8397.000	0.599	5.725
8398.000	0.588	5.714
8399.000	0.567	5.693
8400.000	0.567	5.693
8401.000	0.568	5.694
8402.000	0.545	5.671
8403.000	0.526	5.651
8404.000	0.461	5.587
8405.000	0.441	5.567
8406.000	0.427	5.552
8407.000	0.460	5.585
8408.000	0.448	5.573
8409.000	0.433	5.558
8410.000	0.423	5.548
8411.000	0.421	5.546
8412.000	0.437	5.562
8413.000	0.443	5.568
8414.000	0.423	5.547
8415.000	0.385	5.510
8416.000	0.337	5.462
8417.000	0.291	5.415
8418.000	0.254	5.378
8419.000	0.265	5.389
8420.000	0.292	5.416
8421.000	0.344	5.468
8422.000	0.364	5.488
8423.000	0.352	5.475
8424.000	0.309	5.433
8425.000	0.255	5.378
8426.000	0.241	5.364
8427.000	0.224	5.347
8428.000	0.203	5.326
8429.000	0.162	5.285
8430.000	0.190	5.313
8431.000	0.193	5.315
8432.000	0.221	5.344
8433.000	0.235	5.357
8434.000	0.225	5.348
8435.000	0.221	5.343
8436.000	0.216	5.338
8437.000	0.266	5.388
8438.000	0.265	5.387
8439.000	0.283	5.405
8440.000	0.317	5.439
8441.000	0.292	5.413
8442.000	0.278	5.399
8443.000	0.264	5.385
8444.000	0.258	5.379
8445.000	0.248	5.369
8446.000	0.274	5.395
8447.000	0.245	5.366
8448.000	0.236	5.357
8449.000	0.238	5.359
8450.000	0.227	5.347
8451.000	0.218	5.338
8452.000	0.252	5.372
8453.000	0.294	5.414
8454.000	0.275	5.395
8455.000	0.250	5.370
8456.000	0.271	5.391
8457.000	0.293	5.413
8458.000	0.245	5.364
8459.000	0.222	5.342
8460.000	0.228	5.347
8461.000	0.268	5.387
8462.000	0.307	5.426
8463.000	0.313	5.432
8464.000	0.294	5.413
8465.000	0.335	5.454
8466.000	0.306	5.425
8467.000	0.270	5.389
8468.000	0.197	5.316
8469.000	0.204	5.322
8470.000	0.270	5.388
8471.000	0.219	5.337
8472.000	0.169	5.288
8473.000	0.162	5.280
8474.000	0.160	5.278
8475.000	0.182	5.300
8476.000	0.130	5.248
8477.000	0.128	5.246
8478.000	0.134	5.251
8479.000	0.105	5.223
8480.000	0.110	5.227
8481.000	0.126	5.243
8482.000	0.133	5.250
8483.000	0.119	5.236
8484.000	0.079	5.196
8485.000	0.091	5.208
8486.000	0.083	5.199
8487.000	0.090	5.207
8488.000	0.084	5.201
8489.000	0.076	5.192
8490.000	0.072	5.188
8491.000	0.052	5.168
8492.000	0.069	5.185
8493.000	-0.006	5.109
8494.000	-0.005	5.110
8495.000	0.015	5.131
8496.000	0.029	5.144
8497.000	-0.026	5.089
8498.000	-0.030	5.085
8499.000	0.007	5.122
8500.000	-0.041	5.074
8501.000	-0.055	5.060
8502.000	-0.043	5.071
8503.000	-0.030	5.084
8504.000	0.000	5.115
8505.000	-0.015	5.100
8506.000	-0.061	5.054
8507.000	-0.015	5.099
8508.000	0.006	5.120
8509.000	0.002	5.116
8510.000	0.007	5.121
8511.000	0.029	5.143
8512.000	0.054	5.168
8513.000	-0.006	5.108
8514.000	-0.016	5.098
8515.000	-0.018	5.095
8516.000	-0.045	5.068
8517.000	-0.028	5.085
8518.000	-0.070	5.043
8519.000	-0.073	5.039
8520.000	-0.101	5.012
8521.000	-0.077	5.036
8522.000	-0.066	5.046
8523.000	-0.056	5.057
8524.000	-0.050	5.063
8525.000	-0.055	5.058
8526.000	-0.054	5.058
8527.000	-0.035	5.077
8528.000	-0.035	5.077
8529.000	-0.037	5.075
8530.000	0.017	5.129
8531.000	0.025	5.136
8532.000	-0.004	5.107
8533.000	-0.045	5.066
8534.000	-0.026	5.086
8535.000	-0.050	5.062
8536.000	-0.015	5.096
8537.000	-0.019	5.091
8538.000	-0.031	5.080
8539.000	-0.016	5.095
8540.000	-0.027	5.083
8541.000	-0.055	5.055
8542.000	-0.020	5.090
8543.000	-0.045	5.065
8544.000	-0.004	5.106
8545.000	0.000	5.110
8546.000	0.022	5.132
8547.000	-0.033	5.077
8548.000	-0.110	4.999
8549.000	-0.115	4.995
8550.000	-0.087	5.022
8551.000	-0.099	5.011
8552.000	-0.124	4.985
8553.000	-0.173	4.936
8554.000	-0.173	4.936
8555.000	-0.153	4.955
8556.000	-0.115	4.994
8557.000	-0.097	5.011
8558.000	-0.092	5.017
8559.000	-0.127	4.981
8560.000	-0.124	4.984
8561.000	-0.132	4.976
8562.000	-0.116	4.992
8563.000	-0.128	4.980
8564.000	-0.133	4.975
8565.000	-0.171	4.936
8566.000	-0.178	4.930
8567.000	-0.190	4.918
8568.000	-0.206	4.902
8569.000	-0.158	4.950
8570.000	-0.123	4.984
8571.000	-0.134	4.974
8572.000	-0.133	4.974
8573.000	-0.129	4.978
8574.000	-0.174	4.933
8575.000	-0.162	4.944
8576.000	-0.162	4.945
8577.000	-0.141	4.965
8578.000	-0.119	4.988
8579.000	-0.089	5.017
8580.000	-0.114	4.992
8581.000	-0.100	5.006
8582.000	-0.150	4.956
8583.000	-0.116	4.989
8584.000	-0.099	5.007
8585.000	-0.101	5.005
8586.000	-0.128	4.977
8587.000	-0.152	4.953
8588.000	-0.165	4.940
8589.000	-0.205	4.900
8590.000	-0.175	4.930
8591.000	-0.191	4.914
8592.000	-0.197	4.907
8593.000	-0.193	4.912
8594.000	-0.196	4.909
8595.000	-0.220	4.884
8596.000	-0.207	4.898
8597.000	-0.192	4.912
8598.000	-0.218	4.887
8599.000	-0.245	4.859
8600.000	-0.296	4.808
8601.000	-0.268	4.836
8602.000	-0.287	4.816
8603.000	-0.295	4.809
8604.000	-0.282	4.821
8605.000	-0.294	4.809
8606.000	-0.252	4.851
8607.000	-0.219	4.885
8608.000	-0.192	4.911
8609.000	-0.195	4.908
8610.000	-0.196	4.906
8611.000	-0.188	4.915
8612.000	-0.178	4.924
8613.000	-0.207	4.896
8614.000	-0.224	4.878
8615.000	-0.269	4.833
8616.000	-0.240	4.862
8617.000	-0.229	4.873
8618.000	-0.184	4.918
8619.000	-0.133	4.969
8620.000	-0.075	5.027
8621.000	-0.135	4.967
8622.000	-0.104	4.998
8623.000	-0.083	5.018
8624.000	-0.034	5.067
8625.000	-0.031	5.070
8626.000	-0.099	5.002
8627.000	-0.106	4.995
8628.000	-0.078	5.022
8629.000	-0.055	5.046
8630.000	-0.071	5.030
8631.000	-0.010	5.091
8632.000	-0.059	5.042
8633.000	-0.065	5.035
8634.000	-0.064	5.037
8635.000	-0.084	5.017
8636.000	-0.118	4.982
8637.000	-0.080	5.020
8638.000	-0.128	4.972
8639.000	-0.158	4.942
8640.000	-0.170	4.929
8641.000	-0.152	4.948
8642.000	-0.157	4.942
8643.000	-0.164	4.935
8644.000	-0.113	4.986
8645.000	-0.100	4.998
8646.000	-0.127	4.972
8647.000	-0.173	4.926
8648.000	-0.178	4.920
8649.000	-0.222	4.877
8650.000	-0.214	4.885
8651.000	-0.195	4.903
8652.000	-0.146	4.953
8653.000	-0.128	4.970
8654.000	-0.124	4.974
8655.000	-0.142	4.956
8656.000	-0.158	4.940
8657.000	-0.128	4.969
8658.000	-0.142	4.956
8659.000	-0.159	4.938
8660.000	-0.161	4.936
8661.000	-0.142	4.955
8662.000	-0.155	4.942
8663.000	-0.162	4.935
8664.000	-0.128	4.969
8665.000	-0.141	4.956
8666.000	-0.151	4.946
8667.000	-0.184	4.913
8668.000	-0.187	4.909
8669.000	-0.196	4.901
8670.000	-0.229	4.867
8671.000	-0.198	4.898
8672.000	-0.174	4.922
8673.000	-0.149	4.947
8674.000	-0.115	4.981
8675.000	-0.074	5.021
8676.000	-0.062	5.034
8677.000	-0.057	5.038
8678.000	-0.077	5.018
8679.000	-0.071	5.024
8680.000	-0.089	5.006
8681.000	-0.037	5.058
8682.000	-0.007	5.088
8683.000	0.013	5.108
8684.000	-0.038	5.056
8685.000	-0.010	5.084
8686.000	-0.003	5.092
8687.000	-0.022	5.073
8688.000	-0.015	5.079
8689.000	-0.000	5.094
8690.000	-0.003	5.091
8691.000	-0.020	5.074
8692.000	-0.015	5.079
8693.000	-0.029	5.065
8694.000	-0.050	5.044
8695.000	-0.074	5.019
8696.000	-0.073	5.020
8697.000	-0.082	5.012
8698.000	-0.087	5.006
8699.000	-0.095	4.998
8700.000	-0.093	5.000
8701.000	-0.161	4.932
8702.000	-0.165	4.927
8703.000	-0.175	4.918
8704.000	-0.163	4.929
8705.000	-0.196	4.896
8706.000	-0.202	4.890
8707.000	-0.194	4.898
8708.000	-0.235	4.857
8709.000	-0.214	4.878
8710.000	-0.188	4.904
8711.000	-0.199	4.893
8712.000	-0.190	4.902
8713.000	-0.162	4.929
8714.000	-0.151	4.941
8715.000	-0.148	4.943
8716.000	-0.182	4.909
8717.000	-0.228	4.863
8718.000	-0.272	4.819
8719.000	-0.293	4.798
8720.000	-0.296	4.795
8721.000	-0.326	4.765
8722.000	-0.331	4.759
8723.000	-0.322	4.769
8724.000	-0.319	4.771
8725.000	-0.357	4.733
8726.000	-0.412	4.679
8727.000	-0.450	4.640
8728.000	-0.460	4.630
8729.000	-0.477	4.613
8730.000	-0.512	4.578
8731.000	-0.505	4.585
8732.000	-0.520	4.569
8733.000	-0.507	4.583
8734.000	-0.486	4.604
8735.000	-0.444	4.645
8736.000	-0.476	4.613
8737.000	-0.506	4.583
8738.000	-0.510	4.579
8739.000	-0.543	4.546
8740.000	-0.574	4.515
8741.000	-0.592	4.497
8742.000	-0.589	4.500
8743.000	-0.618	4.470
8744.000	-0.615	4.474
8745.000	-0.628	4.460
8746.000	-0.560	4.528
8747.000	-0.543	4.544
8748.000	-0.552	4.536
8749.000	-0.570	4.517
8750.000	-0.578	4.509
8751.000	-0.592	4.495
8752.000	-0.610	4.477
8753.000	-0.604	4.483
8754.000	-0.622	4.465
8755.000	-0.631	4.456
8756.000	-0.646	4.441
8757.000	-0.689	4.398
8758.000	-0.675	4.411
8759.000	-0.675	4.412
8760.000	-0.680	4.406
8761.000	-0.651	4.435
8762.000	-0.652	4.434
8763.000	-0.645	4.441
8764.000	-0.672	4.414
8765.000	-0.642	4.443
8766.000	-0.601	4.484
8767.000	-0.550	4.536
8768.000	-0.531	4.554
8769.000	-0.519	4.566
8770.000	-0.462	4.623
8771.000	-0.452	4.633
8772.000	-0.479	4.606
8773.000	-0.486	4.599
8774.000	-0.527	4.557
8775.000	-0.584	4.501
8776.000	-0.583	4.501
8777.000	-0.565	4.520
8778.000	-0.562	4.522
8779.000	-0.578	4.507
8780.000	-0.511	4.573
8781.000	-0.544	4.540
8782.000	-0.547	4.537
8783.000	-0.583	4.501
8784.000	-0.589	4.495
8785.000	-0.526	4.558
8786.000	-0.529	4.554
8787.000	-0.516	4.567
8788.000	-0.484	4.599
8789.000	-0.470	4.613
8790.000	-0.486	4.597
8791.000	-0.472	4.611
8792.000	-0.507	4.576
8793.000	-0.542	4.540
8794.000	-0.567	4.516
8795.000	-0.525	4.557
8796.000	-0.507	4.575
8797.000	-0.506	4.576
8798.000	-0.504	4.578
8799.000	-0.489	4.593
8800.000	-0.471	4.611
8801.000	-0.422	4.660
8802.000	-0.462	4.620
8803.000	-0.405	4.676
8804.000	-0.373	4.708
8805.000	-0.394	4.687
8806.000	-0.407	4.674
8807.000	-0.427	4.654
8808.000	-0.449	4.632
8809.000	-0.430	4.651
8810.000	-0.367	4.714
8811.000	-0.346	4.735
8812.000	-0.387	4.693
8813.000	-0.441	4.639
8814.000	-0.486	4.595
8815.000	-0.536	4.545
8816.000	-0.544	4.536
8817.000	-0.574	4.506
8818.000	-0.574	4.506
8819.000	-0.591	4.489
8820.000	-0.618	4.462
8821.000	-0.614	4.466
8822.000	-0.618	4.461
8823.000	-0.623	4.456
8824.000	-0.641	4.439
8825.000	-0.691	4.389
8826.000	-0.671	4.408
8827.000	-0.701	4.377
8828.000	-0.726	4.352
8829.000	-0.684	4.394
8830.000	-0.697	4.381
8831.000	-0.702	4.376
8832.000	-0.686	4.393
8833.000	-0.700	4.378
8834.000	-0.660	4.418
8835.000	-0.671	4.407
8836.000	-0.675	4.403
8837.000	-0.711	4.366
8838.000	-0.736	4.342
8839.000	-0.729	4.348
8840.000	-0.687	4.391
8841.000	-0.683	4.395
8842.000	-0.628	4.450
8843.000	-0.640	4.437
8844.000	-0.640	4.437
8845.000	-0.608	4.469
8846.000	-0.561	4.515
8847.000	-0.564	4.513
8848.000	-0.490	4.586
8849.000	-0.435	4.641
8850.000	-0.443	4.633
8851.000	-0.443	4.633
8852.000	-0.433	4.643
8853.000	-0.437	4.639
8854.000	-0.382	4.694
8855.000	-0.387	4.688
8856.000	-0.392	4.684
8857.000	-0.425	4.651
8858.000	-0.417	4.659
8859.000	-0.396	4.680
8860.000	-0.362	4.714
8861.000	-0.381	4.695
8862.000	-0.384	4.691
8863.000	-0.410	4.665
8864.000	-0.455	4.620
8865.000	-0.417	4.658
8866.000	-0.397	4.678
8867.000	-0.420	4.654
8868.000	-0.438	4.637
8869.000	-0.372	4.702
8870.000	-0.398	4.676
8871.000	-0.369	4.705
8872.000	-0.364	4.710
8873.000	-0.334	4.740
8874.000	-0.313	4.761
8875.000	-0.292	4.782
8876.000	-0.242	4.832
8877.000	-0.163	4.910
8878.000	-0.150	4.923
8879.000	-0.165	4.908
8880.000	-0.152	4.921
8881.000	-0.139	4.934
8882.000	-0.144	4.929
8883.000	-0.127	4.946
8884.000	-0.163	4.910
8885.000	-0.151	4.921
8886.000	-0.173	4.899
8887.000	-0.163	4.910
8888.000	-0.175	4.897
8889.000	-0.147	4.926
8890.000	-0.185	4.887
8891.000	-0.141	4.931
8892.000	-0.151	4.921
8893.000	-0.138	4.934
8894.000	-0.151	4.921
8895.000	-0.119	4.953
8896.000	-0.088	4.983
8897.000	-0.062	5.009
8898.000	-0.027	5.044
8899.000	-0.021	5.050
8900.000	0.009	5.080
8901.000	0.019	5.090
8902.000	-0.005	5.066
8903.000	-0.013	5.057
8904.000	-0.034	5.036
8905.000	0.002	5.072
8906.000	-0.005	5.065
8907.000	-0.032	5.038
